,Case,Activity,Timestamp,Resource,label
24230,304,Signal food complete,2024-05-18 01:30:58.424,Cook-000003,
24231,304,Bring food,2024-05-20 18:18:06.543,Cook helper-000001,
24232,304,Deliver to customer,2024-05-20 18:27:19.998,Waiter-000005,
50345,305,Take order,2024-05-17 22:15:00.000,Waiter-000003,
50346,305,Review order,2024-05-17 22:15:48.168,Waiter-000002,
50347,305,Prepare starter,2024-05-17 22:16:23.723,Cook helper-000001,
50348,305,prepare drinks,2024-05-17 22:16:28.723,Barman-000002,
50349,305,Bring drinks,2024-05-17 22:16:48.181,Barman-000002,
50350,305,Review drinks,2024-05-17 22:34:59.421,Waiter-000002,
50351,305,prepare drinks,2024-05-17 22:35:38.170,Barman-000003,
50352,305,Bring drinks,2024-05-17 22:37:48.896,Barman-000002,
50353,305,Review drinks,2024-05-17 22:39:09.236,Waiter-000001,
50354,305,prepare drinks,2024-05-17 22:40:25.068,Barman-000003,
50355,305,Bring drinks,2024-05-17 22:55:42.407,Barman-000001,
50356,305,Review drinks,2024-05-17 23:01:30.772,Waiter-000001,
50358,305,Bring drinks,2024-05-17 23:02:28.895,Barman-000002,
50357,305,prepare drinks,2024-05-17 23:02:33.199,Barman-000003,
50359,305,Review drinks,2024-05-17 23:07:58.368,Waiter-000005,
50360,305,Prepare main course,2024-05-17 23:36:11.993,Cook-000002,
50361,305,Signal food complete,2024-05-18 01:14:22.425,Cook-000003,
50362,305,Bring food,2024-05-18 01:30:58.424,Cook helper-000002,
50363,305,Deliver to customer,2024-05-18 01:35:12.317,Waiter-000001,
13613,306,Take order,2024-05-17 22:30:00.000,Waiter-000005,
13614,306,Review order,2024-05-17 22:30:31.152,Waiter-000003,
13615,306,Prepare starter,2024-05-17 22:32:08.846,Cook helper-000002,
13616,306,Drink handling,2024-05-17 22:32:13.846,Barman-000001,HOMONYMOUS(prepare drinks)
13617,306,Bring drinks,2024-05-17 22:40:45.634,Barman-000002,
13618,306,Review drinks,2024-05-17 22:42:27.700,Waiter-000005,
13619,306,Drink handling,2024-05-17 22:43:07.223,Barman-000001,HOMONYMOUS(prepare drinks)
13620,306,Bring drinks,2024-05-17 22:43:20.467,Barman-000002,
13621,306,Review drinks,2024-05-17 22:47:27.456,Waiter-000002,
13622,306,Prepare main course,2024-05-17 23:58:47.870,Cook-000003,
13623,306,Signal food complete,2024-05-18 01:44:40.268,Cook-000001,
13624,306,Bring food,2024-05-18 01:55:57.044,Cook helper-000003,
13625,306,Food delivery,2024-05-18 01:56:49.874,Waiter-000003,HOMONYMOUS(Deliver to customer)
21913,307,Take order,2024-05-17 22:45:00.000,Waiter-000003,
21914,307,Review order,2024-05-17 22:49:18.572,Waiter-000004,
21915,307,prepare drinks,2024-05-17 22:50:01.075,Barman-000001,
21916,307,Bring drinks,2024-05-17 22:51:03.392,Barman-000002,
21917,307,Review drinks,2024-05-17 22:56:07.484,Waiter-000002,
21918,307,prepare drinks,2024-05-17 22:56:12.925,Barman-000003,
21919,307,Bring drinks,2024-05-17 22:56:16.799,Barman-000002,
21920,307,Review drinks,2024-05-17 22:59:56.797,Waiter-000003,
21921,307,Prepare main course,2024-05-18 00:05:28.577,Cook-000001,
21922,307,Signal food complete,2024-05-18 01:40:04.330,Cook-000001,
21923,307,Bring food,2024-05-18 01:44:40.268,Cook helper-000001,
21924,307,Deliver to customer,2024-05-18 01:45:28.194,Waiter-000002,
52341,308,Take order,2024-05-17 23:00:00.000,Waiter-000004,
52342,308,Review order,2024-05-17 23:03:23.297,Waiter-000002,
52343,308,Prepare starter,2024-05-17 23:04:30.479,Cook helper-000001,
52344,308,Drink handling,2024-05-17 23:04:35.479,Barman-000001,HOMONYMOUS(prepare drinks)
52345,308,Bring drinks,2024-05-17 23:05:55.782,Barman-000003,
52346,308,Review drinks,2024-05-17 23:13:27.087,Waiter-000003,
52347,308,prepare drinks,2024-05-17 23:14:12.455,Barman-000001,
52348,308,Drink handling,2024-05-17 23:17:04.159,Barman-000002,HOMONYMOUS(Bring drinks)
52349,308,Review drinks,2024-05-17 23:17:56.213,Waiter-000002,
52350,308,prepare drinks,2024-05-17 23:18:55.426,Barman-000001,
52351,308,Bring drinks,2024-05-17 23:19:15.599,Barman-000002,
52352,308,Review drinks,2024-05-17 23:36:14.699,Waiter-000005,
52353,308,Prepare main course,2024-05-18 00:19:54.232,Cook-000001,
52354,308,Signal food complete,2024-05-20 18:21:46.092,Cook-000001,
52355,308,Bring food,2024-05-20 19:08:55.161,Cook helper-000001,
52356,308,Deliver to customer,2024-05-20 19:14:18.094,Waiter-000004,
7888,309,Take order,2024-05-17 23:15:00.000,Waiter-000001,
7889,309,Review order,2024-05-17 23:16:00.926,Waiter-000004,
7891,309,Bring drinks,2024-05-17 23:16:50.472,Barman-000003,
7890,309,prepare drinks,2024-05-17 23:16:55.010,Barman-000002,
7892,309,Review drinks,2024-05-17 23:18:30.561,Waiter-000005,
7893,309,prepare drinks,2024-05-17 23:19:59.409,Barman-000003,
7894,309,Bring drinks,2024-05-17 23:32:27.132,Barman-000003,
7895,309,Review drinks,2024-05-17 23:32:50.453,Waiter-000002,
7896,309,Prepare main course,2024-05-18 00:57:25.105,Cook-000002,
7897,309,Signal food complete,2024-05-20 18:22:01.743,Cook-000003,
7898,309,Bring food,2024-05-20 18:48:49.037,Cook helper-000002,
7899,309,Deliver to customer,2024-05-20 18:50:19.233,Waiter-000003,
35829,310,Take order,2024-05-17 23:30:00.000,Waiter-000001,
35830,310,Review order,2024-05-17 23:31:22.842,Waiter-000004,
35831,310,Prepare starter,2024-05-17 23:31:29.366,Cook helper-000002,
35832,310,prepare drinks,2024-05-17 23:31:34.366,Barman-000001,
35833,310,Bring drinks,2024-05-17 23:43:15.640,Barman-000003,
35834,310,Review drinks,2024-05-17 23:50:25.520,Waiter-000004,
35835,310,prepare drinks,2024-05-17 23:52:00.564,Barman-000001,
35836,310,Bring drinks,2024-05-17 23:53:57.257,Barman-000002,
35837,310,Review drinks,2024-05-18 00:04:46.604,Waiter-000004,
35838,310,Signal food complete,2024-05-18 01:03:24.361,Cook-000002,
35839,310,Bring food,2024-05-20 19:15:22.328,Cook helper-000002,
35840,310,Deliver to customer,2024-05-20 19:18:29.635,Waiter-000005,
38130,311,Take order,2024-05-17 23:45:00.000,Waiter-000003,
38131,311,Review order,2024-05-17 23:49:23.521,Waiter-000001,
38132,311,prepare drinks,2024-05-17 23:51:38.274,Barman-000002,
38133,311,Bring drinks,2024-05-17 23:52:08.316,Barman-000003,
38134,311,Review drinks,2024-05-17 23:58:33.475,Waiter-000005,
38135,311,prepare drinks,2024-05-17 23:59:39.492,Barman-000001,
38136,311,Bring drinks,2024-05-18 00:10:59.178,Barman-000002,
38137,311,Review drinks,2024-05-18 00:11:21.304,Waiter-000003,
38138,311,prepare drinks,2024-05-18 00:12:41.499,Barman-000003,
38139,311,Bring drinks,2024-05-18 00:18:28.035,Barman-000002,
38140,311,Review drinks,2024-05-18 00:22:10.181,Waiter-000005,
38141,311,prepare drinks,2024-05-18 00:23:13.240,Barman-000003,
38142,311,Bring drinks,2024-05-18 00:32:46.738,Barman-000001,
38143,311,Review drinks,2024-05-18 00:39:23.471,Waiter-000001,
38144,311,prepare drinks,2024-05-18 00:40:23.949,Barman-000002,
38145,311,Bring drinks,2024-05-18 00:46:02.761,Barman-000001,
38146,311,Review drinks,2024-05-18 00:55:59.416,Waiter-000005,
38147,311,Prepare main course,2024-05-18 01:17:40.283,Cook-000001,
38148,311,Signal food complete,2024-05-20 19:16:36.334,Cook-000001,
38149,311,Bring food,2024-05-20 19:33:12.648,Cook helper-000001,
38150,311,Deliver to customer,2024-05-20 19:35:02.660,Waiter-000001,
21749,312,Take order,2024-05-18 00:00:00.000,Waiter-000003,
21750,312,Review order,2024-05-18 00:00:48.335,Waiter-000001,
21751,312,prepare drinks,2024-05-18 00:02:58.686,Barman-000003,
21752,312,Bring drinks,2024-05-18 00:03:17.372,Barman-000003,
21753,312,Review drinks,2024-05-18 00:10:57.369,Waiter-000005,
21754,312,Prepare main course,2024-05-18 01:36:02.877,Cook-000001,
21755,312,Signal food complete,2024-05-20 19:33:12.648,Cook-000001,
21756,312,Bring food,2024-05-20 23:49:49.195,Cook helper-000002,
21757,312,Deliver to customer,2024-05-20 23:54:00.954,Waiter-000004,
48206,313,Take order,2024-05-18 00:15:00.000,Waiter-000001,
48207,313,Order processing,2024-05-18 00:15:40.919,Waiter-000004,HOMONYMOUS(Review order)
48208,313,Drink handling,2024-05-18 00:16:31.443,Barman-000001,HOMONYMOUS(prepare drinks)
48209,313,Bring drinks,2024-05-18 00:23:28.796,Barman-000002,
48210,313,Drink handling,2024-05-18 00:34:17.909,Waiter-000002,HOMONYMOUS(Review drinks)
48211,313,Prepare main course,2024-05-18 01:55:59.044,Cook-000001,
48212,313,Signal food complete,2024-05-20 20:37:35.400,Cook-000002,
48213,313,Bring food,2024-05-20 21:05:27.755,Cook helper-000002,
48214,313,Deliver to customer,2024-05-20 21:07:18.982,Waiter-000005,
36113,314,Take order,2024-05-18 00:30:00.000,Waiter-000001,
36114,314,Review order,2024-05-18 00:32:26.079,Waiter-000004,
36115,314,Prepare starter,2024-05-18 00:32:58.027,Cook helper-000003,
36116,314,prepare drinks,2024-05-18 00:33:03.027,Barman-000003,
36117,314,Bring drinks,2024-05-18 00:33:47.459,Barman-000003,
36118,314,Review drinks,2024-05-18 00:35:07.643,Waiter-000005,
36119,314,Prepare main course,2024-05-20 18:18:08.543,Cook-000003,
36120,314,Signal food complete,2024-05-20 21:07:30.480,Cook-000003,
36121,314,Bring food,2024-05-20 21:40:56.635,Cook helper-000003,
36122,314,Deliver to customer,2024-05-20 21:45:58.091,Waiter-000002,
24279,315,Take order,2024-05-18 00:45:00.000,Waiter-000004,
24280,315,Review order,2024-05-18 00:45:51.482,Waiter-000003,
24281,315,prepare drinks,2024-05-18 00:46:07.683,Barman-000003,
24282,315,Bring drinks,2024-05-18 00:48:51.044,Barman-000002,
24283,315,Review drinks,2024-05-18 00:53:08.727,Waiter-000002,
24284,315,prepare drinks,2024-05-18 00:54:30.541,Barman-000003,
24285,315,Bring drinks,2024-05-18 00:57:04.830,Barman-000002,
24286,315,Review drinks,2024-05-18 00:59:17.718,Waiter-000001,
24287,315,prepare drinks,2024-05-18 00:59:56.281,Barman-000001,
24288,315,Bring drinks,2024-05-18 01:09:25.664,Barman-000002,
24289,315,Review drinks,2024-05-18 01:12:12.558,Waiter-000001,
24290,315,Prepare main course,2024-05-20 18:19:37.023,Cook-000001,
24291,315,Signal food complete,2024-05-20 21:05:27.755,Cook-000002,
24292,315,Bring food,2024-05-20 22:01:21.493,Cook helper-000002,
24293,315,Deliver to customer,2024-05-20 22:02:05.011,Waiter-000005,
50333,316,Take order,2024-05-18 01:00:00.000,Waiter-000003,
50334,316,Review order,2024-05-18 01:00:27.852,Waiter-000002,
50335,316,prepare drinks,2024-05-18 01:00:44.969,Barman-000003,
50336,316,Bring drinks,2024-05-18 01:11:00.505,Barman-000001,
50337,316,Review drinks,2024-05-18 01:14:41.289,Waiter-000004,
50338,316,prepare drinks,2024-05-18 01:15:25.351,Barman-000003,
50339,316,Bring drinks,2024-05-18 01:26:23.282,Barman-000001,
50340,316,Review drinks,2024-05-18 01:29:15.790,Waiter-000002,
50341,316,Prepare main course,2024-05-20 18:48:51.037,Cook-000003,
50342,316,Signal food complete,2024-05-20 22:56:43.442,Cook-000003,
50343,316,Bring food,2024-05-20 23:11:55.772,Cook helper-000003,
50344,316,Deliver to customer,2024-05-20 23:19:03.738,Waiter-000005,
13583,317,Take order,2024-05-18 01:15:00.000,Waiter-000003,
13584,317,Order processing,2024-05-18 01:18:55.994,Waiter-000005,HOMONYMOUS(Review order)
13586,317,Drink handling,2024-05-18 01:19:19.511,Barman-000001,HOMONYMOUS(Bring drinks)
13585,317,prepare drinks,2024-05-18 01:19:20.245,Barman-000002,
13587,317,Review drinks,2024-05-18 01:24:06.702,Waiter-000004,
13588,317,prepare drinks,2024-05-18 01:25:13.598,Barman-000002,
13589,317,Bring drinks,2024-05-18 01:37:14.271,Barman-000003,
13590,317,Review drinks,2024-05-18 01:37:44.606,Waiter-000004,
13591,317,Prepare main course,2024-05-20 19:08:57.161,Cook-000001,
13592,317,Signal food complete,2024-05-20 22:43:02.853,Cook-000002,
13593,317,Food delivery,2024-05-20 22:43:53.153,Cook helper-000002,HOMONYMOUS(Bring food)
13594,317,Deliver to customer,2024-05-20 22:47:11.794,Waiter-000005,
21882,318,Take order,2024-05-18 01:30:00.000,Waiter-000003,
21883,318,Review order,2024-05-18 01:31:23.182,Waiter-000005,
21884,318,Prepare starter,2024-05-18 01:31:24.655,Cook helper-000003,
21885,318,prepare drinks,2024-05-18 01:31:29.655,Barman-000003,
21886,318,Bring drinks,2024-05-18 01:35:39.229,Barman-000001,
21887,318,Review drinks,2024-05-18 01:44:47.704,Waiter-000003,
21888,318,prepare drinks,2024-05-18 01:44:58.613,Barman-000002,
21889,318,Bring drinks,2024-05-18 01:47:02.755,Barman-000003,
21890,318,Review drinks,2024-05-18 01:52:24.135,Waiter-000004,
21891,318,Prepare main course,2024-05-20 19:15:24.328,Cook-000002,
21892,318,Signal food complete,2024-05-20 22:48:46.772,Cook-000002,
21893,318,Bring food,2024-05-20 23:02:07.686,Cook helper-000001,
21894,318,Deliver to customer,2024-05-20 23:06:15.848,Waiter-000005,
52376,319,Take order,2024-05-18 01:45:00.000,Waiter-000005,
52377,319,Review order,2024-05-18 01:46:47.353,Waiter-000001,
52378,319,Prepare starter,2024-05-18 01:47:56.204,Cook helper-000002,
52379,319,prepare drinks,2024-05-18 01:48:01.204,Barman-000001,
52380,319,Bring drinks,2024-05-18 01:53:22.154,Barman-000002,
52381,319,Review drinks,2024-05-18 01:57:28.441,Waiter-000005,
52382,319,Signal food complete,2024-05-20 19:39:09.001,Cook-000002,
52383,319,Bring food,2024-05-20 19:53:44.701,Cook helper-000002,
52384,319,Deliver to customer,2024-05-20 19:53:58.568,Waiter-000001,
27171,320,Take order,2024-05-20 18:00:00.000,Waiter-000001,
27172,320,Review order,2024-05-20 18:02:46.993,Waiter-000002,
27173,320,prepare drinks,2024-05-20 18:04:36.907,Barman-000003,
27174,320,Bring drinks,2024-05-20 18:07:26.603,Barman-000001,
27175,320,Review drinks,2024-05-20 18:29:52.824,Waiter-000002,
27176,320,Prepare main course,2024-05-20 19:42:29.371,Cook-000003,
27177,320,Signal food complete,2024-05-21 00:18:55.330,Cook-000003,
27178,320,Bring food,2024-05-21 18:38:01.019,Cook helper-000001,
27179,320,Deliver to customer,2024-05-21 18:38:43.815,Waiter-000004,
37619,321,Take order,2024-05-20 18:15:00.000,Waiter-000004,
37620,321,Review order,2024-05-20 18:15:50.160,Waiter-000003,
37621,321,prepare drinks,2024-05-20 18:16:42.658,Barman-000002,
37622,321,Bring drinks,2024-05-20 18:25:48.851,Barman-000003,
37623,321,Review drinks,2024-05-20 18:28:10.739,Waiter-000001,
37624,321,Prepare main course,2024-05-20 19:53:46.701,Cook-000002,
37625,321,Signal food complete,2024-05-20 23:55:07.995,Cook-000002,
37626,321,Bring food,2024-05-21 01:20:13.937,Cook helper-000001,
37627,321,Deliver to customer,2024-05-21 01:22:25.024,Waiter-000004,
37516,322,Take order,2024-05-20 18:30:00.000,Waiter-000004,
37517,322,Review order,2024-05-20 18:34:40.134,Waiter-000003,
37518,322,prepare drinks,2024-05-20 18:35:31.885,Barman-000002,
37519,322,Bring drinks,2024-05-20 18:37:05.662,Barman-000003,
37520,322,Review drinks,2024-05-20 18:44:03.093,Waiter-000001,
37521,322,prepare drinks,2024-05-20 18:45:29.044,Barman-000001,
37522,322,Bring drinks,2024-05-20 18:45:46.306,Barman-000002,
37523,322,Review drinks,2024-05-20 18:47:05.987,Waiter-000005,
37524,322,Prepare main course,2024-05-20 21:40:58.635,Cook-000003,
37525,322,Signal food complete,2024-05-21 01:20:13.937,Cook-000002,
37526,322,Bring food,2024-05-21 18:07:11.894,Cook helper-000001,
37527,322,Deliver to customer,2024-05-21 18:10:10.085,Waiter-000003,
26785,323,Take order,2024-05-20 18:45:00.000,Waiter-000002,
26786,323,Review order,2024-05-20 18:48:09.061,Waiter-000004,
26788,323,Drink handling,2024-05-20 18:49:23.117,Barman-000001,HOMONYMOUS(Bring drinks)
26787,323,prepare drinks,2024-05-20 18:49:25.650,Barman-000003,
26789,323,Drink handling,2024-05-20 18:51:57.195,Waiter-000001,HOMONYMOUS(Review drinks)
26790,323,Prepare food,2024-05-20 22:01:23.493,Cook-000002,HOMONYMOUS(Prepare main course)
26791,323,Signal food complete,2024-05-21 18:06:08.069,Cook-000001,
26792,323,Bring food,2024-05-21 19:12:13.212,Cook helper-000001,
26793,323,Deliver to customer,2024-05-21 19:15:53.643,Waiter-000004,
47356,324,Take order,2024-05-20 19:00:00.000,Waiter-000005,
47357,324,Review order,2024-05-20 19:00:57.193,Waiter-000002,
47358,324,Prepare starter,2024-05-20 19:05:05.002,Cook helper-000003,
47359,324,prepare drinks,2024-05-20 19:05:10.002,Barman-000002,
47360,324,Bring drinks,2024-05-20 19:14:34.463,Barman-000003,
47361,324,Review drinks,2024-05-20 19:19:57.578,Waiter-000002,
47362,324,Prepare main course,2024-05-20 22:16:49.446,Cook-000003,
47363,324,Signal food complete,2024-05-21 18:21:53.235,Cook-000002,
47364,324,Bring food,2024-05-21 19:20:10.385,Cook helper-000003,
47365,324,Deliver to customer,2024-05-21 19:25:41.485,Waiter-000001,
37296,325,Take order,2024-05-20 19:15:00.000,Waiter-000003,
37297,325,Review order,2024-05-20 19:15:40.007,Waiter-000001,
37298,325,prepare drinks,2024-05-20 19:19:50.188,Barman-000001,
37299,325,Drink handling,2024-05-20 19:20:24.914,Barman-000002,HOMONYMOUS(Bring drinks)
37300,325,Review drinks,2024-05-20 19:31:57.367,Waiter-000005,
37301,325,Prepare food,2024-05-20 22:43:55.153,Cook-000002,HOMONYMOUS(Prepare main course)
37302,325,Signal food complete,2024-05-21 18:38:01.019,Cook-000003,
37303,325,Food delivery,2024-05-21 19:02:45.200,Cook helper-000003,HOMONYMOUS(Bring food)
37304,325,Deliver to customer,2024-05-21 19:04:23.696,Waiter-000005,
23236,326,Take order,2024-05-20 19:30:00.000,Waiter-000004,
23237,326,Review order,2024-05-20 19:30:27.010,Waiter-000003,
23238,326,Prepare food,2024-05-20 19:31:02.042,Cook helper-000003,HOMONYMOUS(Prepare starter)
23239,326,prepare drinks,2024-05-20 19:31:07.042,Barman-000003,
23240,326,Drink handling,2024-05-20 19:36:22.388,Barman-000001,HOMONYMOUS(Bring drinks)
23241,326,Drink handling,2024-05-20 19:39:23.031,Waiter-000002,HOMONYMOUS(Review drinks)
23242,326,Signal food complete,2024-05-20 22:48:44.193,Cook-000003,
23243,326,Bring food,2024-05-20 22:56:43.442,Cook helper-000003,
23244,326,Food delivery,2024-05-20 22:56:43.663,Waiter-000004,HOMONYMOUS(Deliver to customer)
5009,327,Take order,2024-05-20 19:45:00.000,Waiter-000004,
5010,327,Review order,2024-05-20 19:47:53.706,Waiter-000003,
5011,327,prepare drinks,2024-05-20 19:49:41.494,Barman-000002,
5012,327,Bring drinks,2024-05-20 19:49:58.889,Barman-000003,
5013,327,Review drinks,2024-05-20 19:51:38.317,Waiter-000005,
5014,327,Prepare main course,2024-05-20 23:02:09.686,Cook-000002,
5015,327,Signal food complete,2024-05-21 19:26:06.122,Cook-000001,
5016,327,Bring food,2024-05-21 20:16:38.536,Cook helper-000002,
5017,327,Deliver to customer,2024-05-21 20:29:39.354,Waiter-000005,
12677,328,Take order,2024-05-20 20:00:00.000,Waiter-000002,
12678,328,Order processing,2024-05-20 20:02:55.830,Waiter-000004,HOMONYMOUS(Review order)
12679,328,prepare drinks,2024-05-20 20:03:03.704,Barman-000001,
12680,328,Bring drinks,2024-05-20 20:06:50.291,Barman-000002,
12681,328,Review drinks,2024-05-20 20:08:18.522,Waiter-000003,
12682,328,Prepare food,2024-05-20 23:11:57.772,Cook-000003,HOMONYMOUS(Prepare main course)
12683,328,Signal food complete,2024-05-21 20:16:38.536,Cook-000001,
12684,328,Bring food,2024-05-21 21:11:26.921,Cook helper-000003,
12685,328,Deliver to customer,2024-05-21 21:19:31.154,Waiter-000002,
23010,329,Take order,2024-05-20 20:15:00.000,Waiter-000005,
23011,329,Review order,2024-05-20 20:15:20.346,Waiter-000001,
23012,329,prepare drinks,2024-05-20 20:16:20.745,Barman-000003,
23013,329,Bring drinks,2024-05-20 20:17:56.374,Barman-000001,
23014,329,Drink handling,2024-05-20 20:19:32.507,Waiter-000002,HOMONYMOUS(Review drinks)
23015,329,Drink handling,2024-05-20 20:19:48.500,Barman-000002,HOMONYMOUS(prepare drinks)
23016,329,Bring drinks,2024-05-20 20:22:02.263,Barman-000003,
23017,329,Review drinks,2024-05-20 20:25:10.439,Waiter-000004,
23018,329,Prepare main course,2024-05-20 23:49:51.195,Cook-000001,
23019,329,Signal food complete,2024-05-21 19:20:14.848,Cook-000003,
